username,comment,
@YonKun04,"padahal kebanyakan rakyat saat ini cm minta 1 hal, yaitu uu perampasan aset koruptor disahkan, malah bahas kanan kiri atas bawah sedangkan yg penting 1 itu pura"" tuli"
@gilangpangestu10,MEREKA SENDIRI YANG MEMBUAT DIRI MEREKA PANTASNDI BUBARKAN! Rakyat cenderung positive Kooperatif
@Rosadi-k1w,Yang kami idam2kan bang adian Napitupulu aktor repormasi ko tidak membawa rakyat berubah nasibnya malah korupsi bertambah subur menurut kami alangkah baiknya repormasi jilid ke2 jangan dipertahankan terus seperti ini rakyat kecil semakin tertindas
@sadamhusein6302,"Bisa gak efesiensi partai,minimal 5 kebawah,,biar ngurangi pengeluaran negara,dan banyak kepentingan kelompok nya,,"
@afterdawn-n1s,"KALAU MENGAWASI DIRINYA SENDIRI TIDAK BISA, YA PASTI TIDAK BISA MENGAWASI PIHAK LAIN MALAHAN JUSTERU BEKERJASAMA SECARA KELOMPOK DG YG DIAWASI SHG MENYIMPANG DARI SOPNYA"
@mohammadkirman4901,"Kedepan keanggotaan DPR dibatasi maksimum 2 periode, gaji samakan dengan ASN. Jadi anggota DPR menjalani test sbg mana test masuk ASN , pendidikan minumum S1."
@ketutsukrisna3962,Persoalannya sekarang orang yang duduk di DPR utk mencari penghidupan bukan pengabdian kepada rakyat
@eribaheram4560,Harus duduk bersama
@Wantosimamora-s8d,"Desak terus agar DPR dibubarkan, saya yakin DPR bubar negara ngak akan bubar. Yg penting yang memimpin negara ini betul2 orang yang memang mau negara ini maju dan rakyatnya diperhatikan."
@Karma_whibangga,"Gak nyesel gw titip amanah ke adian..sehat terus bang..
Salam dari dapil mu bogor barat."
@STOICFACT-k3p,"Demo pembubaran DPR kian meluas,puan maharani orang paling bertanggung jawab  atas kekacauan yang terjadi akhir2 ini,apa lagi sampai timbul korban jiwa.."
@rahma697,"Betul, banyakin pengawasan karena banyak Mafia maling"
@fikriNow-fs7xk,"Bahas juga dong BG Akbar, oknum anggota DPR yg secara berjama'ah menerima dana CSR itu"
@gusyogi7583,Perbaikannya harus dari hal mendasar sekali. Yang pertama dalam hal pemilihan. Seharusnya yang menjadi DPR itu bukan kalangan pengusaha tetapi kalangan menengah ke bawah lebih tepatnya yang mengerti permasalahan. Masyarakat hentikan menerima suap dalam bentuk apapun. Lakukan pengawasan kerja DPR. Kurangi fasilitas hedon dll
@LalaleonLeon,"SEMUANYA ITU INTINYA JANGANLAH DPR MENGAMBIL UANG RAKYAT TERLALU BESAR,,,MENTANG 2 DPR SECARA BEBAS MENENTUKAN JUMLAH NYA,,
RAAAKUUSSS ,,,TAMAK,,,"
@Beningbanget,Hello Bang...You're the Best.. PDIP bangga punya kader macam Bang Adian.
@DjoeJem-x9k,"Ketika dua orang pintar berdiskusi kok seperti nya di bius, otak seperti tercerahkan"
@Jess-h2h4w,"Saran saya utk UU yg tabrakan sih mending buat departemen khusus yg melihat aturan mana yg bertabrakan ketika suatu aturan baru mau dibuat dan mereka akan mengkontak mentri2 atau pihak2 terkait yang ujung2nya melakukan meeting dgn pihak2 itu.
Atau dibuatkan aplikasi atau program untuk mengecek duplikasi UU dan menampilkan mentri mana yg bertgg jawab."
@FatihOktavianto,"Mereka berdua itu lagi ngomongin artis yang jadil wakil rakyat, artis uang tidak berintegritas atau tidak cocok jadi wakil rakyat"
@sinsinta4222,"Fuuull daging podcasnya bang ,"
@ennam-Fams,Yg langsung masuk ke sini krn ada Bang Adian... Angkat tangan...
@yopieromhadi,"Idealisme dan integritas yg masih terjaga di Negeri  ini adlaah :
1. Adian Napitupulu
2. Faizal Akbar
Inpirator kami"
@inuk2690,sampe akhir smoga loe.sehat truss bang adian.
@rasulinaujung6828,"Bang Adian demonya udah 3 hari,kenapa belum ada yang menjumpai mereka,apakah menunggu mereka makin maranh"
@judsjuds26,"opungggg wkwkwkk
tidak enak menyinggung anggota dpr lain , tapi menjelaskan lewat pendidikan politik."
@AdeSuhendi-vd1ib,idealis
@ariprachman2644,bubarkan DPR Sisakan 5% spt ardian ini...
@iwayandharmatyaga432,Mengharukan
@RaisraisaRaisa,"Kalau DPR tdk bisa dibubarkan,maka para dewan kalau mau menyuarakan suara rakyat seharusnya mensyahkann UU perampasan kalau TDK mau di bubarkan"
@Shofian-z2h4g,Untuk surpipe itu nggak mesti harus korupsi ini yang langka dari pejabat kita .
@ariffirdata83,Dalang biang keroknya adalah pejabat elit politik jadi tolong wahai aparat jng mau anda di benturkan oleh Rakyat yang lagi menuntut keadilan beri jalan untuk rakyat agar bisa mulus menyampaikan aspirasinya untuk perubahan negara Indonesia agar tidak dikuasai para pejabat elit politik agar ekonomi rakyat Indonesia tidak di miskinkan trus jadi merdeka lah Rakyat kecil rakyat jelata Indonesia untuk perubahan kita semua 🇮🇩
@mangkuaja7783,Ya ya ya...bang adian...real DPR
@wahyuisa833,"SAAT INI I INDONESIA SEDANG DARURAT KORUPSI,DAN DPR SEOLAH TIDAK PERDULI DENGAN UU PERAMPASAN ASET YG DI INGINKAN MASYARAKAT  YG SUDAH SANGAT RESAH.ITULAH PENYEBAB UTAMA ADANYA DEMO."
@putrajamhari2466,Saya salut dengan anggota DPR ini(Adian n)
@deffitirtaatmadja8921,Adian itu idealis & konsisten
@abalabalchanel4070,"Makannya penting di DPR itu orng seperti dede sunandar,  marshel Widianto, vicky, ya orng2 seperti itulah utk lantang menyuarakan hak2 rakyat kecil atau bagaimana saudara"
@Dairora,"Dari penjelasan bang Adian tentang  terjadinya Tumpang tindih Peraturan perundang undangan yg ber laku di negara kita , lalu kenapa tdk di cari solusi nya dan kelihatan nya terjadi proses pembiaran, harus nya lewat Fungsi Pengawasan ini di temukan sebagai kendala dlm memacu percepatan pelayanan pembangunan.Usul saya hrs di lakukan EVALUASI TTG MANFAAT PELAKSANAAN  SEMUA PERATURAN PERUNDANGUNDANGAN  YG  MASIH BISA DI PERTAHAN KAN  DLM KONTEKS MENDUKUNG  PERCEPATAN  PEMBANGUNAN MENUJU TARGET YG DI CAPAI DLM PENINGKATAN  TUJUAN PEMBANGUNAN NASIONAL  Menurut saya ini kesempatan bagi PARPOL  yg lewat Fraksi nya di DPR  memprakarsai dan tampil zebagai partai yg konsen  urk segera mengatasi kendala Tumpang tindih peraturan perundangan ini, Mari konsen di kasus yg berat ini dan sampai kan kpd rakyat bhw ini kerja lami dari tugas di bidang Legislasi dan bidang Anggaran. selamatberjuang Bang Adian dan bang Faisal   GBU"
@ToyoMadiun,"Sehat selalu bang Adian,,"
@kupaskicauchannel,Dpr di butuhkan tp jgn seenaknya menggunakan uang pajak rakyat untuk mengenyangkan keinginan pribadi kalian. Mereka membakar fasilitas karena marah kalian secara sistematis mengatur undang² yg justru membuat rakyat jd susah
@RomoBhargowo-y5j,"Saya mengusulkan agar DPR ""dibubarkan"" alasan fundamental nya adalah, hampir semua undang-undang produk DPR merugikan rakyat kecil dan menguntungkan orang besar..."
@mohfikri8991,Di tunggu 2029
@linahusaini3428,"Banyak UU, banyak aturan saking banyaknya sampai tumpang tindih ️ ujung2nya malah pada keluar dari jalur aturan itu sendiri.."
@akmalmukti3427,Adian adalah perjuangan
@orangorangan6244,Seperti kata gusdur Intinya buka karena DPR nya tapi karna tingkah DPR nya kebanyakan korup ( lumbung)
@raptor7228,"Semakin banyak korupsi atau pelanggaran maka semakin banyak undang2 di buat..
Kenapa itu terjadi..? Karena tidak ada efek jera bagi pelakunya..
Coba terapkan 2 saja , perampasan aset dan hukuman matiii..
Terapkan 1 tahun saja"
@JnanaShane,Apapun alasannya nyatanya uu hukum mati koruptor gk pernah di sahkan giliran uu yg mencekik rakyat langsung disahkan dpr wakil rakat apa wakil koruptor
@JmdYto,"Salah satu pokok utama terjadinya demonstrasi KARENA DPR MEREMEHKAN TUNTUTAN RAKYAT, AGAR dpr SEGERA ACC UU PERAMPASAN ASET' KORUPTOR DI HUKUM se BERAT2nya , dpr TDK berani mengesahkan, mencerminkan kemungkinan dpr TDK mau bersih2 kedalam, EH.... MALAH NGLUNJAK PINGIN NAIK TUNJANGAN.... SEWENANG-WENANG DAN BNR2 MEREMEHKAN RAKYAT PEMILIHNYA 

RAPAT BERKALI-KALI TOH PADA AKHIRNYA HANYA NEGOSIASI DRAMA2 KETUM PARTAI YG MEMUTUSKAN (mirip ormas yg di legalkan untuk menyengsarakan rakyat), SEHARUSNYA RAPAT DI KANTOR PARTAI MASING KETUM, GA PERLU DI GEDUNG"
@fcgmarko261,"rekrutmen kader partai yg asal2an cuma pan.. 
semua yg bermodalkan tenar numpuk disana.."
@TheDassArt,"Sy tertawa geli mendengar jawaban Bung Adian yg diumpakannya ""Teror "" pujian Bung Akbar , Tapi disisi lain memang sekali perlu juga politisi yg sy kagumi ini ,di teror mentalnya  ,, 
Agar ring nya yg 5 bisa copot semua ,alias sembuh dan sehat dari penyakit penyempitan urat/tali jantung.. 
Doa ku selalu menyertaimu Bung Adian sesama pejuang rakyat ,,salam ku sama Bung Mustar Manurung"
@yeniindira-m7i,"Anggota dewan di swedia tidak dapat tunjangan mobil dan rumah, karena kata mereka ""tugas nya adalah mewakili rakyat jadi tak pantas untuk di istimewakan"".... Lah ini di negara konoha, masya allah"
@whoimi7130,"Karena jdi dpr itu mahal jadi berfikir cara balikan mahar tersebut .
Dan mereka orang partai jdi apapun ikut ketum partai bukan kata rakyat"
@monikalisti347,Yg salah ya rakyat yg mau dibeli suaranya sebesar 100 rb tanpa melihat rekam jejaknya
@Jelata0406.,"Ijin pak.. Saya Dan Rakyat yg lain Mempertanyakan Tentang UUD penyitaan Dan Memiskinkan Para Pejabat yg KORUP. Knp tdk Bisa di Sahkan Sampai Saat ini..? Padahal Itu Sangat Di Nantikan Oleh RAKYAT. 
APA yg Jadi KENDALA Sehingga DPR Tdk BISA MENGESAHKAN UUD itu?"
@hajiagus4233,"Koruptor ditangkap ibarat berak tidak cebok, kalo tidak disertakan dengan perampasan hasil korupsinya."
@hasbullahabul5415,Seandainya perampasan aset kroptor disahkan di uu masyarakat tidak sekaras ini untuk pembubaran DPR
@agungs8457,"Anggota DPR yg paling nga guna adalah mereka yg tdk pernah melakukan pengawasan , membuat undang2 tumpang tindih dan yg paling parah nga ngomong, nga kerja. Hanya ngabisin uang rakyat"
@Kurniawan2596-e6l,"intinya klw gamau di demo masyarakat, itu kan wakil rakyat,di gajih rakyat, namanya orang digajih harus kerja yg bener kerja nyata, jangan cuman omon omon pas kampanye tapi pas udah dapet kursi lupa siapa yg ngasih kursi itu"
@ebicofee7453,Kalo kerja hanya bikin undang undang tanpa menhimbangi keperluan masyarakat . Rakyat ingin suaranya benar benanr di dengar. Kalo di demo keluar dong jangan sembunyi!!!
@MrDoy-lo5mo,"Makin korup sebuah negara makin banyak aturan hukumnya.


-TACITUS ( POLITICUS ROMAWI )"
@Arifinharahap77,"Udah BNR bg, jadilah dirimu sendiri"
@rahmatzailani1774,"Please undang dr Dapil Sumut 1, pengen lihat gmna gagasannya."
@budjechannel8455,"Gaji DPR itu harus sma dngn UMR di dapil dia.. Klo semakin makmur rakyat di dapil nya, semakin naik gajinya"
@zaifulkanci536,"Kalau semua partai berada dlm koalisi dgn pemerintah,sehingga legislatif berada dibawah eksekutif dgn sendirinya legislatif tidak perlu lagi harus dibubarkan saja"
@Rustandar-t5w,Gaji hanyalah awal isu awal yg telah terakumulasi
@Mahmudin-is2ox,Pak andrian boleh saya konsultasi
@IkaHerdiana-y7m,"PERWAKILAN untuk rakyat,, secara sadar harus nya sesuai rakyat dong "" Dari rakyat untuk rakyat oleh rakyat "" Harus nya sadar dong.. Malah ini sebaliknya kalian malah berbalik dengan rakyat malah mementingkan pribadi, partai dan Koalisi.."
@NARANUHANEBON,"KADANGKALA NEGARA SENDIRI RAGU-RAGU
""Negara Terlalu Sopan Terhadap Oligarki
Tetapi Terlalu Kasar Terhadap Rakyat""
(Bung Adian)"
@YosephSumardi-w6e,"Coba semua anggota DPR punya pemikiran kaya bang Adian ya gk ribet, masalahnya sedikit aja anggota DPR yg baik, itu masalahnya"
@mangametchanel2540,Terus sehat bung ADIAN..  Terus lah menjadi wakil rakyat terus merakyat.. THE BEST ADIAN
@endawys5097,"Mau kayak apapun bagusnya undang-undang dan hukum buatan manusia itu gak ada gunanya,kalo manusia nya tidak bermoral dan tidak takut hukum tuhan ya tggu hancurnya aja negara ini..."
@LaswanLoso,"Anggota dpr hanya memikirkan diri sendiri dan kelompoknya. Kalau mereka berpihak kepada rakyat, tidak perlu demo karena rakyat sudah ada  wakilnya. Tapi pada takut dipecat. Sehingga kalau rapat kebih baik tidur hasilnya setuju semua apa yg diputuskan ketua dpr."
@umirosyidah-kz4jg,Ada idola Bg adian langsung cys habs krj
@ronaldalex3612,"Jangan mau bubarkan DPR...justru itu alat utk Makzulkan Fufufafa, batalkan UU Minerba, UU KPK, UU Cipta Kerja, UU IKN...baru bubarkan taman kanak2 (kt Gusdur) ganti jadi orang2 hebat yg sdh selesai soal duniawi dan cukup digaji 3X UMR termasuk tunjangan tanpa uang pensiun..bukan gaya hidup hedon spt skrg (tolak artis dan pengusaha jg Cindo kecuali tenaga ahli sertifikasi int'l atau track record 15 tahun terakhir bersih di bidang keahliannya)"
@alkahfzikri7288,"Figther2 SEJATI SEPERTI INILAH YG DIBUTUHKAN
TAPI SKLI LAGI KALAH SAMA MAMIII
BUT ITS OK,THAT ALL ABOUT THE CHOICE"
@SeanNHF,"@Akbarfaisal bahas dong RUU perampasan aset, itu baru keberpihakan utkbrakyat"
@agungcav9083,Moralitas dan Ahlak Penghuni nya Perlu di Revisi
@CruelHunter103,the best lah bang adian
@mokosetiawan,"DPR terlihat galak di rapat, tapi hasilnya sudah di tentukan ketua partai."
@ahmadrasul1945,𝙆𝙖𝙩𝙖 𝙆𝙖𝙩𝙖 𝙂𝙐𝙎𝘿𝙐𝙍 𝘼𝙠𝙝𝙞𝙧𝙣𝙮𝙖 𝘼𝙠𝙖𝙣 𝙏𝙚𝙧𝙗𝙪𝙠𝙩𝙞 : 𝘽𝙐𝘽𝘼𝙍𝙆𝘼𝙉 𝘿𝙋𝙍
@elawati1340,Karena banyaknya pejabat tidak mengerti tugasnya mereka tidak kompeten makanya semua statment yg keluar selalu memancing amarah rakyat.
@awllbcd4494,"Di lembaga ini selalu aja ada anomali,ani²,artis² murahan,tukang hipnotis,pada kepilih.coba seleksi yg ketat,biar di isi orng² yg kompeten.apakah standard buat jadi anggota dpr serendah itu."
@pharulyantua5674,Idola
@jaminlestusen1671,"Anggota DPR yg gajinya ratusan juta tapi tidak kena pajak. Pajak di tanggung Negara, PNS yg gajinya  kalau di bilang ada yg masih di bawah UMR kena pajak, uang makan golongan 3 ajah kena pajak yg hanya paling tinggi sekitar 700 rb per bulan"
@rahayuningtiasningtias6823,Bang Adian yes
@Qidal,Idola
@agungbudi2783,"""Dalam politik boleh berlumpur, tapi tidak boleh berkubang, "" : Adian Napitupulu.."
@rollybental4880,"Rakyat menghendaki agar DPR berani melakukan kritik kpd pemerintah/presiden yg akhir2 ini semakin aneh kebijakannya  :
Kebijakan efisiensi tetapi bentuk lembaga2 baru, kabinet semakin gemuk dgn tambahan wamen, mengangkat bnyk komisaris di BUMN ada yg bergaji dlm setahun jk dihitung lbh tinggi dr APBD di bnyk kabupaten bahkan di bbrapa provinsi serta ada mantan terpidana korupsi diangkat jdi slh satu komisaris independent di slh satu BUMN, Mengobral penghargaan bintang maha putra pd org yg tdk tepat mis. mantan napi ksus korupsi  dll. Memuji-muji mentrinya pd hal justru bnyk yg tak miliki kompetensi apalagi berkinerja baik. Presiden mengklaim pertumbuhan ekonomi 5,12% yg tdk sesuai fakta, mis. Daya beli masyrkt menurun krn harga bhn pokok melambung tinggi, bnyk perusahaan melakukan PHK karyawannya mis. Perusahaan jasa konstruksi krn adanya pemotongan anggaran kementrian PUTR yg sangat besar, hampir tdk ada kegiatan pembangunan/proyek didaerah. Kebijakan menaikan pajak PBB, mengenakkan pajak dlm bnyk sektor semakin membebani rakyat yg sdh semakin susah krn bnyk kenaikan harga brng kebutuhan pokok. DPR hanya diam krn sdh dlm koalisi besar."
@MochamadIrawan-y2r,"Semuanya koruptor mana mungkin UU perampasan aset di adakan 
Harusnya di buang itu semua DPR 
Ganti yang baru"
@nilamsari3171,"Adian masih kekal di level Omon-Omon..perSis sama aja sperti BowWo, Macan Circus..ngak ada lagi circus lantas macan diletakkan di krusi Presiden.."
@YudiAswandi,"Kalau Eko Patrio, Uya Kuya, Denny Cagur, Nafa Urbach, pernah nggak muncul sebagai tokoh narsum forum diskursus atau debat? Nggak? Nggak mampu?"
@NatheSweet,"Saya masih bingung, apakah angota dpr tinja yg minta tunjangan naik?
Atau presiden yg naikin? Kalau iya dpryg minta kenapa di setujui pemerintah,dan yg di serang cuma dpr tinja..... Mumed ahhh"
@AnggitaTriamelia,"jika DPR TDK ingin di paksa bubar tuntutan kami masarakat harus di penuhi dn di laksanakan oleh DPR 3 per syaratan penting pertama DPR harus sahkan UU perampasan aset koruptor dn tangkap semua koruptor dua pro dn tingkatkan taraf hidup masarakat agr setara dgn masarakat yg lain dn sejahterakan hidup bangsa indonesia dn DPR harus mampu ciptakan banyak lapangan kerja dn mampu mengangkat derajat bagi para perusahaan lokal yg hasil produknya TDK laku akibat di tindas oleh prodak""pabrik serta PT""besar. TPI jika DPR tidak mampu sejahterakan rakyat maka DPR harus gulung tikar dari indonesia."
@YoyohKomalasari-p1n,Ciba kli DPR isinya orang2 yg jujur kaya bung adian.. Ga bakalan rakyat bnyk protes.. DPR ga tranfarant.. Sm publik terlalu bnyk....???????????
@agustianjamaludin1691,Di DPR seyogianya hilangkan fraksi-fraksi kepartaianm agar DPR menjadi wakil rakyat bukan wakil parpol
@rukunsantoso1880,2029 rakyat sudah nggak butuh DPR dan rakyat tidak mau piĺih DPR..DPR hanya wakil partai saja tidak lebih dari itu rakyat sudah muak..sudah 80 th rakyat di bodoi DPR..kalao di katakan DPR itu wakil nya rakyat itu salah besar..2029 jangan ada yang pilih DPR 2029 DPR bubar.
@dedikmaulana7946,"Belum lagi anggaran yg ga transparan. Korupsi anggaran berupa dana reses, studi banding, minta anggaran proyek, csr dll"
@Nando-yg7sg,Konsisten
@Burung_Cakijo,Rumit pada dasar nya DPR tidak berpihak pada kesejahteraan rakyat dan tidak mengutamakan rakyat
@edwardmanopo6249,Bang rakyat TDK bsa memilih calon DPR yg benar baik dlm bekerja .....hrsnya partai yg mencalonkan nya itu yg tau dan menilai secara ketat sebelum di calonkan....ke DPR.....dan rakyat meminimalisir untuk memilih.......sy menilai semua partai Cma mikirin menang di pilih calon nya masing2 sprti bnyk calon dri artis yg Cma di nilai di kenal masyarakat.....ini masalah nya ....
@Mshshehg,"emg ga ada gunanya DPR mau bikin undang² sebanyak apa pun selalu menyisakan celah untuk orang yang punya uang, hukuman koruptor di kurang²in pendapatan sendiri mereka naikin walaupun udh berkali² lipat dari yg seharusnya tpi rakyat umum yg naik cuma bebanya karna punya DPR yg kerjanya cuma foya²"
@SalpaSabilla,Hanya adian yg pikiran slslu pro rakyat dan jernih dlm pemikirann
@ettamdl,Seburuk buruknya kelakuan anggota DPR jangan sampai DPR dihapuskan karena jika DPR tak ada maka presiden sebagai pemimpin negara akan bebas melakukan apa saja sesuai keinginannya tanpa ada yang mengontrol
@Dairora,"Saya pengaggun bang Adian  sehat selalu bang dan selamat berjuang dan ber karya , yang penting semua ikhyiar kita harus meninggal kan jejak yg bisa diikuti oleh generasi penerus kita , saran saya BOLEH TIDAK UTK MENGUKUR KERJA2 PARA LEGISLATOR ITU DI SAMPAI KAN KPD RAKYATBSECARA BERKALA  TARGET PENCAPAIAN  TUGAS DAN FUNGSI   DPR   dan HASIL CAPAIAN TARGET NYA AGAR RAKYAT MENILAI SEJAUH MANA DPR BERPERAN AKTIF DLM JLN  TUPOKSINYA, Maju terus Bang  semua terpaan angin itu di jadikan cambuk utk terus berprestasi. GBU"
@doyokaryanto3395,"segede apapun gaji DPR lok SDM rakus tetap aza korup pedahal udah kaya kaya juga tuh, dan lok sistem kaya gini gini aza mau maju gimana rakyat di pilih langsung sama rakyat kompanye seolah olah bela rakyat sampe di lantik lok udh di lantik jadi bela golongnnya dan ikut apa ketua partai  pedahal rakyat yg milih gk pernah di dengar  kan aneh dpr konoha ini"
